Open,High,Low,Close,Adj Close,Volume,Date,Adjusted_Close_Price
119.6200027,120.0400009,119,119.8300018,92.50659943,125043600,4/13/2010,92.50659943
120.2699966,121.1900024,120.0800018,121.1900024,93.55653381,161609000,4/14/2010,93.55653381
120.9899979,121.5699997,120.9499969,121.2900009,93.63372803,144615300,4/15/2010,93.63372803
120.8600006,121.2900009,118.75,119.3600006,92.14379883,366786700,4/16/2010,92.14379883
119.0100021,119.9300003,118.4700012,119.8099976,92.49119568,217947800,4/19/2010,92.49119568
120.5599976,120.9800034,119.8700027,120.8799973,93.31719208,157708000,4/20/2010,93.31719208
120.9499969,121.2300034,119.9899979,120.6600037,93.1473999,192910100,4/21/2010,93.1473999
119.8099976,121.1699982,119.1200027,121.0199966,93.42529297,115360300,4/22/2010,93.42529297
120.9400024,121.8600006,120.6299973,121.8099976,94.03517151,177335500,4/23/2010,94.03517151
121.8499985,122.1200027,121.2300034,121.3499985,93.68003845,143457300,4/26/2010,93.68003845
120.6500015,121.3399963,118.25,118.4800034,91.46444702,355853300,4/27/2010,91.46444702
119.0500031,119.6800003,118.2699966,119.3799973,92.15923309,300674100,4/28/2010,92.15923309
120.0999985,121.1100006,120.0699997,120.8600006,93.3017807,193775000,4/29/2010,93.3017807
120.8799973,121.0100021,118.7799988,118.8099976,91.7191925,270000900,4/30/2010,91.7191925
119.3799973,120.6800003,119.1999969,120.3499985,92.90803528,182747900,5/3/2010,92.90803528
119.0100021,119.0299988,116.9199982,117.5199966,90.7233429,360353400,5/4/2010,90.7233429
116.5599976,117.8000031,115.9700012,116.8199997,90.18296051,328973200,5/5/2010,90.18296051
116.2600021,117,105,112.9400024,87.18765259,647356600,5/6/2010,87.18765259
112.6399994,113.7699966,109.4100037,111.2600021,85.89076233,637558800,5/7/2010,85.89076233
115.8099976,116.6500015,114.9100037,116.1600037,89.67346954,396159600,5/10/2010,89.67346954
115.0699997,117.3600006,114.9100037,115.8300018,89.41871643,317849800,5/11/2010,89.41871643
116.2900009,117.6200027,116.0899963,117.4499969,90.66928864,235607100,5/12/2010,90.66928864
117.1299973,117.6800003,115.8899994,115.9899979,89.54219818,234452500,5/13/2010,89.54219818
115.1200027,115.3300018,112.8700027,113.8899994,87.92106628,345601400,5/14/2010,87.92106628
114.1999969,114.5199966,111.7699966,113.9499969,87.96738434,325739800,5/17/2010,87.96738434
114.8799973,115.2200012,112.0299988,112.4000015,86.77079773,360556800,5/18/2010,86.77079773
111.7699966,112.7699966,110.3600006,111.7600021,86.2767334,394742700,5/19/2010,86.2767334
109.3799973,109.8899994,107.4700012,107.5400009,83.01896667,530418300,5/20/2010,83.01896667
105.9100037,109.3799973,105.3600006,109.1100006,84.23097992,500909400,5/21/2010,84.23097992
108.5199966,109.3899994,107.6100006,107.7099991,83.15019989,269823000,5/24/2010,83.15019989
105.1100006,107.8700027,104.3799973,107.8199997,83.2351532,396505200,5/25/2010,83.2351532
108.4800034,109.4700012,106.8499985,107.1699982,82.73331451,349719300,5/26/2010,82.73331451
109.1900024,110.8000031,108.7799988,110.7600021,85.50473022,300870500,5/27/2010,85.50473022
110.6399994,110.7200012,108.8499985,109.3700027,84.43169403,297933500,5/28/2010,84.43169403
108.3499985,109.9499969,107.3700027,107.5299988,83.01122284,277909400,6/1/2010,83.01122284
108.0800018,110.3399963,107.5100021,110.3300018,85.17282867,240243700,6/2/2010,85.17282867
110.6500015,111.0599976,109.5800018,110.7099991,85.46612549,226618300,6/3/2010,85.46612549
108.6100006,109.3300018,106.4599991,106.8199997,82.46311951,398475600,6/4/2010,82.46311951
107.1999969,107.6100006,105.4100037,105.4899979,81.43640137,264609100,6/7/2010,81.43640137
105.5699997,106.8300018,104.6500015,106.6200027,82.30873108,357774300,6/8/2010,82.30873108
107.2399979,108.2799988,105.5999985,106.0500031,81.86872101,268023300,6/9/2010,81.86872101
107.8600006,109.2799988,106.0400009,109.1500015,84.26187134,317890600,6/10/2010,84.26187134
108.1900024,109.75,108.1200027,109.6800003,84.67100525,214128200,6/11/2010,84.67100525
110.5199966,111.1200027,109.4000015,109.5100021,84.53977966,207196100,6/14/2010,84.53977966
110.2799988,112.0999985,110.0899963,112,86.46201324,238268700,6/15/2010,86.46201324
111.4199982,112.4199982,111.1999969,111.9599991,86.4311142,216374000,6/16/2010,86.4311142
112.2799988,112.3300018,111.0500031,112.1399994,86.57009125,263185800,6/17/2010,86.57009125
111.8300018,112.1299973,111.3700027,111.7300034,86.66391754,174006600,6/18/2010,86.66391754
113.1200027,113.1999969,110.7900009,111.4100037,86.41573334,213140700,6/21/2010,86.41573334
111.4100037,111.9000015,109.4100037,109.5699997,84.98851013,239355400,6/22/2010,84.98851013
109.6399994,110.0299988,108.4800034,109.2300034,84.72481537,254639900,6/23/2010,84.72481537
108.6900024,108.8300018,107.1399994,107.4199982,83.32087708,268523600,6/24/2010,83.32087708
107.7399979,108.4199982,106.7699966,107.8700027,83.66989136,238726500,6/25/2010,83.66989136
108.0299988,108.3199997,107.1399994,107.5299988,83.40616608,169218600,6/28/2010,83.40616608
106.0199966,107.5100021,103.5500031,104.2099991,80.83103943,373649500,6/29/2010,80.83103943
103.9199982,104.8799973,102.8799973,103.2200012,80.06310272,284101700,6/30/2010,80.06310272
103.1500015,103.4899979,101.1299973,102.7600021,79.70630646,382924800,7/1/2010,79.70630646
103.1100006,103.4199982,101.6200027,102.1999969,79.27194977,233385200,7/2/2010,79.27194977
103.6399994,104.3700027,101.8799973,102.8700027,79.79165649,256935300,7/6/2010,79.79165649
103.1299973,106.2399979,103.0199966,106.1100006,82.30476379,253769400,7/7/2010,82.30476379
107,107.2799988,105.9100037,107.1600037,83.11920929,210842100,7/8/2010,83.11920929
107.1299973,107.9700012,106.9300003,107.9599991,83.73970795,144999900,7/9/2010,83.73970795
107.5999985,108.2399979,107.1500015,108.0299988,83.79402924,131283600,7/12/2010,83.79402924
109.1500015,110.0899963,108.9300003,109.6600037,85.05834198,213025900,7/13/2010,85.05834198
109.3099976,110.0800018,108.8600006,109.6500015,85.05056763,184426800,7/14/2010,85.05056763
109.6100006,110.0599976,108.1699982,109.6800003,85.07385254,232337900,7/15/2010,85.07385254
109.0899963,109.2099991,106.4499969,106.6600037,82.73136139,282693400,7/16/2010,82.73136139
107.0500031,107.6299973,106.2200012,107.2900009,83.22001648,186709000,7/19/2010,83.22001648
105.8700027,108.5599976,105.8199997,108.4800034,84.14306641,258162400,7/20/2010,84.14306641
109.0400009,109.0699997,106.6299973,107.0699997,83.04940033,264527000,7/21/2010,83.04940033
108.3399963,109.9400024,108.3300018,109.4599991,84.90320587,274781300,7/22/2010,84.90320587
109.2399979,110.5699997,108.9300003,110.4100037,85.64009857,222020800,7/23/2010,85.64009857
110.5999985,111.6699982,110.2900009,111.5599976,86.53208923,184445700,7/26/2010,86.53208923
112.1699982,112.2900009,111.1100006,111.5500031,86.52433014,204855600,7/27/2010,86.52433014
111.3199997,111.6600037,110.4599991,110.8300018,85.96585846,163056200,7/28/2010,85.96585846
111.5199966,111.8199997,109.4100037,110.2900009,85.54701233,220149100,7/29/2010,85.54701233
109.1699982,110.8600006,108.9800034,110.2699966,85.53147888,220070600,7/30/2010,85.53147888
111.9899979,112.9400024,111.5400009,112.7600021,87.46286011,188263200,8/2/2010,87.46286011
112.4800034,112.7699966,111.8499985,112.2200012,87.04400635,146657300,8/3/2010,87.04400635
112.5299988,113.1100006,112.1600037,112.9700012,87.62579346,158171700,8/4/2010,87.62579346
112.25,112.9100037,112.0800018,112.8499985,87.53268433,140473800,8/5/2010,87.53268433
111.7399979,112.5699997,110.9199982,112.3899994,87.17588043,239728300,8/6/2010,87.17588043
112.9199982,113.1800003,112.3199997,112.9899979,87.64125061,120800400,8/9/2010,87.64125061
112.0299988,112.9800034,111.3700027,112.3799973,87.16811371,242916300,8/10/2010,87.16811371
110.6500015,110.6900024,109.1200027,109.3000031,84.77909851,273406900,8/11/2010,84.77909851
107.6500015,109.0199966,107.5999985,108.6299973,84.25939178,239542600,8/12/2010,84.25939178
108.2900009,108.9599991,108.1800003,108.3099976,84.01119995,158698500,8/13/2010,84.01119995
107.5699997,108.6100006,107.1800003,108.2600021,83.97242737,147895300,8/16/2010,83.97242737
109.1900024,110.3899994,108.8799973,109.5899963,85.00402069,172270300,8/17/2010,85.00402069
109.5400009,110.3799973,108.9100037,109.7900009,85.15917206,182922100,8/18/2010,85.15917206
109.2200012,109.4899979,107.4300003,107.8799973,83.67766571,265847600,8/19/2010,83.67766571
107.5599976,107.9400024,106.75,107.5299988,83.40616608,209714200,8/20/2010,83.40616608
108.0400009,108.5699997,107.0699997,107.1200027,83.08818817,163490300,8/23/2010,83.08818817
105.9499969,106.3899994,104.9700012,105.5299988,81.8548584,280677800,8/24/2010,81.8548584
104.9499969,106.3399963,104.2900009,105.9400024,82.1729126,272234800,8/25/2010,82.1729126
106.4400024,106.5800018,104.8799973,105.2300034,81.62219238,224439500,8/26/2010,81.62219238
105.8899994,106.9700012,104.3099976,106.8600006,82.88651276,272649000,8/27/2010,82.88651276
106.5800018,106.9100037,105.3000031,105.3099976,81.68423462,167238600,8/30/2010,81.68423462
104.9199982,105.9800034,104.4899979,105.3099976,81.68423462,273933100,8/31/2010,81.68423462
106.7300034,108.6100006,106.6600037,108.4599991,84.12754822,256828100,9/1/2010,84.12754822
108.7200012,109.4899979,108.4899979,109.4700012,84.91094971,156112200,9/2/2010,84.91094971
110.5400009,110.9899979,109.9499969,110.8899994,86.01238251,212197300,9/3/2010,86.01238251
110.3700027,110.5100021,109.5500031,109.6399994,85.04283905,141973700,9/7/2010,85.04283905
109.8600006,110.8499985,109.8099976,110.4100037,85.64009857,149924400,9/8/2010,85.64009857
111.6500015,111.6800003,110.6200027,110.9199982,86.03566742,147017900,9/9/2010,86.03566742
111.1200027,111.6100006,110.8700027,111.4800034,86.47003937,127819000,9/10/2010,86.47003937
112.5800018,112.9499969,112.1299973,112.7200012,87.43186188,178503500,9/13/2010,87.43186188
112.5,113.2900009,112.0800018,112.6500015,87.37754059,209823600,9/14/2010,87.37754059
112.3199997,113.2099991,111.9800034,113.0800018,87.71109009,168608400,9/15/2010,87.71109009
112.7300034,113.1200027,112.3499985,113.0500031,87.68779755,199962900,9/16/2010,87.68779755
113.0400009,113.1500015,112.1800003,112.4899979,87.72055054,195836900,9/17/2010,87.72055054
112.8799973,114.4599991,112.5199966,114.2099991,89.06181335,214555200,9/20/2010,89.06181335
114.3000031,114.8399963,113.5100021,113.9800034,88.88245392,268389100,9/21/2010,88.88245392
113.8000031,114.4400024,113.0999985,113.4199982,88.44577026,191322400,9/22/2010,88.44577026
112.4899979,113.6699982,112.1800003,112.5,87.72836304,202354300,9/23/2010,87.72836304
113.75,114.9000015,113.6500015,114.8199997,89.53751373,209671800,9/24/2010,89.53751373
114.8600006,114.9899979,114.1600037,114.2699966,89.10862732,128761800,9/27/2010,89.10862732
114.4199982,115.0400009,113.1800003,114.6699982,89.42051697,209207500,9/28/2010,89.42051697
114.3799973,114.9100037,114.0199966,114.4700012,89.26456451,179665800,9/29/2010,89.26456451
115.0500031,115.7900009,113.5899963,114.1299973,88.99944305,287106700,9/30/2010,88.99944305
114.9899979,115.1200027,113.9300003,114.6100006,89.37374115,174638700,10/1/2010,89.37374115
114.3700027,114.8499985,113.1800003,113.75,88.703125,166153200,10/4/2010,88.703125
114.8000031,116.3199997,114.6699982,116.0400009,90.48886871,229634100,10/5/2010,90.48886871
116.0199966,116.3300018,115.5599976,116.0299988,90.48105621,148626600,10/6/2010,90.48105621
116.5,116.5299988,115.1900024,115.8899994,90.3719101,164860000,10/7/2010,90.3719101
116.0500031,116.8600006,115.6100006,116.5400009,90.87879944,177760100,10/8/2010,90.87879944
116.7200012,116.9700012,116.25,116.6500015,90.96455383,103098300,10/11/2010,90.96455383
116.2699966,117.3499985,115.6500015,117.0100021,91.2452774,182210000,10/12/2010,91.2452774
117.6600037,118.5500031,117.3799973,117.9199982,91.95491791,194347200,10/13/2010,91.95491791
117.8099976,118.0100021,116.7200012,117.4599991,91.59618378,217764300,10/14/2010,91.59618378
118.2799988,118.3499985,116.7600021,117.6999969,91.78334045,243705000,10/15/2010,91.78334045
117.7399979,118.6699982,117.3099976,118.2799988,92.23565674,141204800,10/18/2010,92.23565674
117.1900024,117.8499985,116.0199966,116.7300034,91.02695465,280604700,10/19/2010,91.02695465
116.9400024,118.4400024,116.8700027,117.8700027,91.9159317,200051800,10/20/2010,91.9159317
118.4000015,119.0899963,117.2099991,118.1299973,92.11867523,221585500,10/21/2010,92.11867523
118.3099976,118.5299988,118,118.3499985,92.29022217,108212400,10/22/2010,92.29022217
119.1399994,119.7600021,118.6100006,118.6999969,92.56316376,151145700,10/25/2010,92.56316376
118.0999985,118.8399963,117.8700027,118.7200012,92.57876587,158982900,10/26/2010,92.57876587
117.8899994,118.5100021,117.2600021,118.3799973,92.31362915,190024000,10/27/2010,92.31362915
119.0599976,119.1100006,117.8300018,118.4000015,92.32920074,168576000,10/28/2010,92.32920074
118.2799988,118.7200012,118.0699997,118.4899979,92.39937592,144305500,10/29/2010,92.39937592
119.0699997,119.75,117.8499985,118.5299988,92.43060303,174074800,11/1/2010,92.43060303
119.4199982,119.75,119.0999985,119.4700012,93.16360474,158345900,11/2/2010,93.16360474
119.6800003,120.0199966,118.4499969,119.9499969,93.5378952,226702800,11/3/2010,93.5378952
121.2799988,122.3199997,119.9700012,122.2600021,95.33930969,215039400,11/4/2010,95.33930969
122.3399963,122.9199982,122.1800003,122.7200012,95.69796753,180654100,11/5/2010,95.69796753
122.3399963,122.6900024,121.9400024,122.4899979,95.51862335,156107100,11/8/2010,95.51862335
122.8199997,122.9499969,121.1200027,121.6100006,94.83236694,186621600,11/9/2010,94.83236694
121.5800018,122.1600037,120.6600037,122.0999985,95.21453094,221387400,11/10/2010,95.21453094
121.0500031,121.8199997,120.6800003,121.6399994,94.85579681,158017600,11/11/2010,94.85579681
120.8199997,121.3499985,119.6500015,120.1999969,93.73286438,239068800,11/12/2010,93.73286438
120.5800018,121.0500031,119.9800034,120.0299988,93.60031891,163940800,11/15/2010,93.60031891
119.2900009,119.4899979,117.5899963,118.1600037,92.14208984,299566200,11/16/2010,92.14208984
118.2099991,118.7099991,117.8600006,118.2200012,92.1888504,172308900,11/17/2010,92.1888504
119.3600006,120.3899994,119.3499985,119.9599991,93.54574585,197723700,11/18/2010,93.54574585
119.9000015,120.3399963,119.25,120.2900009,93.80307007,156852900,11/19/2010,93.80307007
119.6900024,120.2399979,118.7699966,120.1900024,93.7250824,181361000,11/22/2010,93.7250824
118.7699966,119.0199966,117.9899979,118.4499969,92.36821747,222309000,11/23/2010,92.36821747
119.1999969,120.2300034,119.1800003,120.1999969,93.73286438,140046100,11/24/2010,93.73286438
119.1600037,119.8099976,118.8000031,118.8000031,92.64115143,76007800,11/26/2010,92.64115143
118.5,119.4800034,117.7399979,119.1600037,92.92186737,223642300,11/29/2010,92.92186737
117.9800034,119.1699982,117.8099976,118.4899979,92.39937592,233930700,11/30/2010,92.39937592
120.1999969,121.2399979,120.1900024,121.0100021,94.36452484,221037200,12/1/2010,94.36452484
121.1999969,122.6500015,121.1299973,122.5599976,95.57322693,191213600,12/2/2010,95.57322693
122.1399994,123.0299988,122.1100006,122.8899994,95.83056641,151288900,12/3/2010,95.83056641
122.6299973,123.0400009,122.5,122.7600021,95.72917938,103050500,12/6/2010,95.72917938
123.9400024,124.0100021,122.7600021,122.8300018,95.78379059,206581000,12/7/2010,95.78379059
122.9800034,123.3799973,122.4100037,123.2799988,96.13469696,138019200,12/8/2010,96.13469696
123.9700012,124.0199966,123.1500015,123.7600021,96.50902557,123705100,12/9/2010,96.50902557
124.1399994,124.5999985,123.7300034,124.4800034,97.07047272,117571700,12/10/2010,97.07047272
125.0500031,125.1999969,124.5199966,124.5599976,97.13283539,133812700,12/13/2010,97.13283539
124.75,125.2300034,124.2900009,124.6699982,97.21861267,147249600,12/14/2010,97.21861267
124.4400024,124.9300003,123.8899994,124.0999985,96.77413177,160823100,12/15/2010,96.77413177
124.1800003,124.9100037,123.75,124.8199997,97.33557892,185035200,12/16/2010,97.33557892
124.0800018,124.4599991,123.8199997,124.3000031,97.43981934,141075300,12/17/2010,97.43981934
124.6399994,124.9000015,123.9800034,124.5999985,97.67500305,119085500,12/20/2010,97.67500305
124.9899979,125.4700012,124.8700027,125.3899994,98.29430389,94965500,12/21/2010,98.29430389
125.4800034,125.8199997,125.4100037,125.7799988,98.60001373,78878100,12/22/2010,98.60001373
125.6399994,125.7799988,125.2900009,125.5999985,98.45892334,70053700,12/23/2010,98.45892334
125.1299973,125.7699966,125.0400009,125.6500015,98.49813843,58126000,12/27/2010,98.49813843
125.9000015,125.9499969,125.5,125.8300018,98.63925934,55309100,12/28/2010,98.63925934
125.9800034,126.1999969,125.9000015,125.9199982,98.70979309,58033100,12/29/2010,98.70979309
125.8000031,126.1299973,125.5299988,125.7200012,98.55297852,76616900,12/30/2010,98.55297852
125.5299988,125.8700027,125.3300018,125.75,98.5765152,91218900,12/31/2010,98.5765152
126.7099991,127.5999985,125.6999969,127.0500031,99.59560394,138725200,1/3/2011,99.59560394
127.3300018,127.3700027,126.1900024,126.9800034,99.54072571,137409700,1/4/2011,99.54072571
126.5800018,127.7200012,126.4599991,127.6399994,100.0581055,133975300,1/5/2011,100.0581055
127.6900024,127.8300018,127.0100021,127.3899994,99.86212158,122519000,1/6/2011,99.86212158
127.5599976,127.7699966,126.1500015,127.1399994,99.66617584,156034600,1/7/2011,99.66617584
126.5800018,127.1600037,126.1999969,126.9800034,99.54072571,122401700,1/10/2011,99.54072571
127.4400024,127.7399979,126.9499969,127.4300003,99.89350128,110287000,1/11/2011,99.89350128
128.2100067,128.7200012,127.4599991,128.5800018,100.7949448,107929200,1/12/2011,100.7949448
128.6300049,128.6900024,128.0500031,128.3699951,100.6303558,129048400,1/13/2011,100.6303558
128.1900024,129.3300018,128.1000061,129.3000031,101.3594055,117677900,1/14/2011,101.3594055
129.1799927,129.6399994,129.0299988,129.5200043,101.531868,114401300,1/18/2011,101.531868
129.4100037,129.5399933,127.9100037,128.25,100.5363007,151958400,1/19/2011,100.5363007
127.9599991,128.3999939,127.1299973,128.0800018,100.4030075,175745700,1/20/2011,100.4030075
128.8800049,129.1699982,128.2299957,128.3699951,100.6303558,151462900,1/21/2011,100.6303558
128.2899933,129.25,128.2599945,129.1000061,101.2025909,113715500,1/24/2011,101.2025909
128.7599945,129.2799988,128.1100006,129.1699982,101.2574768,167552200,1/25/2011,101.2574768
129.4900055,130.0500031,129.2299957,129.6699982,101.6494446,141281500,1/26/2011,101.6494446
129.6999969,130.2100067,129.4700012,129.9900055,101.9003067,123302700,1/27/2011,101.9003067
130.1399994,130.3500061,127.5100021,127.7200012,100.1208267,295637300,1/28/2011,100.1208267
128.0700073,128.7799988,127.75,128.6799927,100.8733673,149249200,1/31/2011,100.8733673
129.4600067,130.9700012,129.3800049,130.7400055,102.4882278,167194300,2/1/2011,102.4882278
130.3999939,130.8399963,130.3300018,130.4900055,102.2922592,118323600,2/2/2011,102.2922592
130.2599945,130.9799957,129.5700073,130.7799988,102.5195618,145886700,2/3/2011,102.5195618
130.8300018,131.1999969,130.2299957,131.1499939,102.8096161,134634800,2/4/2011,102.8096161
131.4400024,132.3999939,131.4299927,131.9700012,103.4524155,112439100,2/7/2011,103.4524155
132.0899963,132.6399994,131.7299957,132.5700073,103.9227829,99072800,2/8/2011,103.9227829
132.2100067,132.6300049,131.6100006,132.2700043,103.6876144,146436700,2/9/2011,103.6876144
131.6000061,132.4700012,131.3000031,132.3200073,103.7268219,162708500,2/10/2011,103.7268219
131.8000031,133.2799988,131.7700043,133.1100006,104.3460846,137710300,2/11/2011,104.3460846
133.0299988,133.5399933,132.8800049,133.4299927,104.5969162,101690700,2/14/2011,104.5969162
133.0200043,133.2200012,132.3200073,133.0099945,104.2676849,119575400,2/15/2011,104.2676849
133.4600067,134.0099945,133.1900024,133.8500061,104.9261932,130183500,2/16/2011,104.9261932
133.4600067,134.4299927,133.3399963,134.25,105.2397079,109810500,2/17/2011,105.2397079
134.3699951,134.6900024,134.0599976,134.5299988,105.4592438,130002400,2/18/2011,105.4592438
133.1199951,134.5599976,131.4700012,131.8300018,103.3426743,233116400,2/22/2011,103.3426743
131.75,132.0700073,130.2100067,131.0200043,102.7077103,227584000,2/23/2011,102.7077103
130.8800049,131.4400024,129.6999969,130.9299927,102.6371841,260431400,2/24/2011,102.6371841
131.4799957,132.4100037,131.3999939,132.3300018,103.7346344,141686900,2/25/2011,103.7346344
132.8200073,133.3200073,132.3800049,133.1499939,104.3774261,141585500,2/28/2011,104.3774261
133.5700073,133.6900024,130.8899994,130.9299927,102.6371841,258565500,3/1/2011,102.6371841
130.75,131.8200073,130.3500061,131.2100067,102.856636,200277400,3/2/2011,102.856636
132.3999939,133.6199951,132.3899994,133.4700012,104.6283035,176480100,3/3/2011,104.6283035
133.3699951,133.6300049,131.6000061,132.4700012,103.8443756,277202300,3/4/2011,103.8443756
132.8600006,133.1600037,130.7400055,131.4299927,103.0291443,216790400,3/7/2011,103.0291443
131.6399994,133,131.0700073,132.5800018,103.9306488,174615000,3/8/2011,103.9306488
132.3200073,132.8000031,131.6000061,132.3899994,103.7816696,153806000,3/9/2011,103.7816696
131,131.1799927,129.8099976,129.9400024,101.8610916,301291800,3/10/2011,101.8610916
